"UF;MUNICÍPIO;IBGE;TIPOLOGIA;ZONA;NOME DO ESTABELECIMENTO;STATUS"
"SC;CORONEL FREITAS;4204400;ESCOLA;URBANO;EEF PEDRO PAQUES;ATIVADO                                                                                                                                       "
"SC;SAUDADES;4217303;ESCOLA;URBANO;EEB CARLOS WERLANG;ATIVADO                                                                                                                                            "
"SC;SUL BRASIL;4217758;ESCOLA;URBANO;EEB SAO JOAO BOSCO;ATIVADO                                                                                                                                          "
"ES;RIO BANANAL;3204351;TC_BR;RURAL;EMEIEF SANTA RITA;ATIVADO                                                                                                                                            "
"SP;CAIEIRAS;3509007;TC_BR;URBANO;ASSOCIACAO PATRIS  CASA DO PAI;ATIVADO                                                                                                                                 "
"ES;SANTA MARIA DE JETIBA;3204559;TC_BR;URBANO;APAE ESCOLA ESPECIAL NEUES LEBEN;ATIVADO                                                                                                                  "
"PA;MARABA;1504208;TC_BR;URBANO;INFOCENTRO LIGA PARAENSE DE KARATE INTERESTILOS;ATIVADO                                                                                                                  "
"PA;Parauapebas;1505536;TC_BR;URBANO;Infocentro 23º Batalhão De Policia Militar Do Pará;ATIVADO                                                                                                          "
"SP;ITARARE;3523206;TC_BR;RURAL;ASSOCIACAO DOS PRODUTORES RURAIS AGUA DO CACADOR;ATIVADO                                                                                                                 "
"DF;BRASÍLIA;5300108;TC_BR;RURAL;CORREDOR DIGITAL ESCOLA DA TORRE;EM ATIVAÇÃO                                                                                                                            "
"PA;RUROPOLIS;1506195;TC_BR;RURAL;INFOCENTRO CASA FAMILIAR RURAL DE RUROPOLIS;ATIVADO                                                                                                                    "
"SP;OLEO;3533809;TC_BR;URBANO;ESCOLA PROF. MARIA PIRES DE MOURA;ATIVADO                                                                                                                                  "
"PA;SANTAREM;1506807;TC_BR;RURAL;TELECENTRO CULTURAL DE NUQUINI;ATIVADO                                                                                                                                  "
"SP;PIRAJU;3538808;TC_BR;RURAL;PROJETO DE APOIO AO DEFICIENTE  PAD;ATIVADO                                                                                                                               "
"DF;BRASÍLIA;5300108;TC_BR;RURAL;CORREDOR  DIGITAL CAPAO SECO;ATIVADO                                                                                                                                    "
"DF;BRASÍLIA;5300108;TC_BR;RURAL;CORREDOR DIGITAL ESCOLA JATAI;ATIVADO                                                                                                                                   "
"RJ;BELFORD ROXO;3300456;TC_BR;URBANO;TELECENTRO LUZ E VIDA;ATIVADO                                                                                                                                      "
"DF;BRASÍLIA;5300108;TC_BR;RURAL;CORREDOR DIGITAL BURITI VERMELHO;ATIVADO                                                                                                                                "
"DF;BRASÍLIA;5300108;TC_BR;RURAL;CORREDOR DIGITAL CARIRU;ATIVADO                                                                                                                                         "
"ES;ALFREDO CHAVES;3200300;TC_BR;RURAL;PREF M ALFREDO CHAVESASSOC SAO JOAO DE CRUBIXA;ATIVADO                                                                                                            "
"ES;CARIACICA;3201308;TC_BR;URBANO;ASSOCIACAO COSTUMES ARTE;ATIVADO                                                                                                                                      "
"GO;BURITINOPOLIS;5203962;TC_BR;RURAL;SALA INFORMATICA  SANTA RITA;ATIVADO                                                                                                                               "
"GO;DAMIANOPOLIS;5206701;ESCOLA;RURAL;SALA DE INFORMATICA BOA ESPERANCA;ATIVADO                                                                                                                          "
"ES;GUACUI;3202306;TC_BR;URBANO;APAE GUACUI;ATIVADO                                                                                                                                                      "
"ES;JERONIMO MONTEIRO;3203106;TC_BR;RURAL;JERONIMO MONTEIRO  INCLUSAO DIGITAL NO MEIO RURAL;ATIVADO                                                                                                      "
"ES;MUQUI;3203809;TC_BR;RURAL;PMMUQUI  ASSENTAMENTO 17 DE ABRIL;ATIVADO                                                                                                                                  "
"MG;CONGONHAS;3118007;TC_BR;URBANO;TELECENTRO PONTO DE CULTURA  NOVA CIDADE  CONGONHAS II;ATIVADO                                                                                                        "
